+------+-------------+----------------+----------------+----------------+---------------+---------------+---------------+----------------+----------------+----------------+---------------+---------------+---------------+--------------+--------------+
|  id  | paciente_id | aceleracion_x1 | aceleracion_y1 | aceleracion_z1 | giroscopio_x1 | giroscopio_y1 | giroscopio_z1 | aceleracion_x2 | aceleracion_y2 | aceleracion_z2 | giroscopio_x2 | giroscopio_y2 | giroscopio_z2 | temperatura1 | temperatura2 |
| 1124 |      1      |   -0.3493411   |   -0.2792363   |   -0.5058119   |  -0.7099237   |   -3.068702   |   -1.091603   |   -0.3051862   |   -0.3049196   |   -0.4750896   |   -3.442748   |   0.5419847   |   0.3282443   |   209.2829   |   213.3771   |
| 1123 |      1      |   -0.3515977   |   -0.2789705   |   -0.5060796   |   -0.778626   |   -2.847328   |   -1.122137   |   -0.3043923   |   -0.3032849   |   -0.4735007   |   -3.312977   |   0.3358779   |   0.3664122   |   209.1888   |   213.3771   |
| 1122 |      1      |   -0.3499477   |   -0.2792173   |   -0.5069193   |  -0.3969466   |   -3.053435   |   -1.030534   |   -0.3062582   |   -0.3055701   |   -0.4759601   |   -3.572519   |   0.4732824   |   0.2824428   |   209.2829   |    213.33    |
| 1121 |      1      |   -0.3482887   |   -0.2780065   |   -0.5055738   |  -0.7251908   |   -2.89313    |  -0.9847328   |   -0.3051444   |   -0.3040316   |   -0.4759585   |   -3.29771    |   0.3282443   |   0.3358779   |   209.2359   |    213.33    |
| 1120 |      1      |   -0.3501955   |   -0.2793322   |   -0.504167    |  -0.9770992   |   -2.946565   |   -1.10687    |   -0.3042496   |   -0.3027849   |   -0.4728721   |   -3.40458    |   0.2519084   |   0.389313    |   209.3771   |    213.33    |
| 1119 |      1      |   -0.3506358   |   -0.2818301   |   -0.5082326   |  -0.4122138   |   -2.908397   |   -1.038168   |   -0.306887    |   -0.3043801   |   -0.4747618   |   -3.625954   |   0.2977099   |   0.1450382   |   209.2829   |   213.2829   |
| 1118 |      1      |   -0.3493925   |   -0.2791419   |   -0.507194    |  -0.7709923   |   -3.183206   |     -1.0      |   -0.3048099   |   -0.3033258   |   -0.4741902   |   -3.534351   |   0.2824428   |   0.2900764   |   209.2829   |   213.2829   |
| 1117 |      1      |   -0.3495574   |   -0.2783389   |   -0.5098398   |  -0.5343512   |   -2.969466   |  -0.9694656   |   -0.3072686   |   -0.3052522   |   -0.4744749   |   -3.534351   |   0.4351145   |   0.2137404   |   209.2829   |   213.2829   |
| 1116 |      1      |   -0.3477156   |   -0.2785776   |   -0.5048694   |  -0.6030535   |   -3.10687    |   -1.076336   |   -0.3048941   |   -0.3029915   |   -0.4736165   |   -3.496183   |   0.3282443   |   0.3358779   |    209.33    |    213.33    |
| 1115 |      1      |   -0.3497012   |   -0.2785757   |   -0.5062531   |  -0.5496183   |   -3.053435   |  -0.9847328   |   -0.304453    |   -0.3022079   |   -0.4717254   |   -3.625954   |   0.2213741   |   0.3435115   |   209.2359   |   213.2829   |
| 1114 |      1      |   -0.3493848   |   -0.2786086   |   -0.506541    |  -0.5725191   |   -3.152672   |     -1.0      |   -0.304729    |   -0.302937    |   -0.4731809   |   -3.412214   |   0.129771    |   0.2366412   |   209.1888   |   213.2359   |
| 1113 |      1      |   -0.3491077   |   -0.2786702   |   -0.5062562   |  -0.5114504   |   -3.122137   |   -1.007634   |   -0.3059722   |   -0.3048996   |   -0.4742836   |   -3.435115   |   0.5725191   |   0.2900764   |   209.1888   |   213.2829   |
| 1112 |      1      |   -0.3502147   |   -0.2780271   |   -0.5046656   |   -1.21374    |   -3.137405   |   -1.137405   |   -0.3028326   |   -0.3023444   |   -0.4742654   |   -3.51145    |   0.2900764   |   0.1984733   |    209.33    |   213.2829   |
| 1111 |      1      |   -0.3544229   |   -0.2822857   |   -0.5067183   |  -0.08396947  |   -3.59542    |   -1.152672   |   -0.3062435   |   -0.3052295   |   -0.4747881   |   -3.007634   |   0.3282443   |   0.4351145   |   209.2829   |    213.33    |
| 1110 |      1      |   -0.3521112   |   -0.2821155   |   -0.5116067   |   -1.854962   |   -2.160305   |  -0.9312977   |   -0.3095475   |   -0.3065197   |   -0.4785659   |   -3.916031   |   0.2137404   |   0.1755725   |   209.2829   |    213.33    |
| 1109 |      1      |   -0.3504074   |   -0.2775742   |   -0.5049945   |   -0.740458   |   -3.206107   |  -0.9847328   |   -0.3042599   |   -0.3027925   |   -0.4748563   |   -3.320611   |   0.259542    |   0.4427481   |   209.2359   |   213.2829   |
| 1108 |      1      |   -0.3492504   |   -0.2791041   |   -0.5082217   |  -0.3282443   |   -2.908397   |  -0.9236641   |   -0.3065493   |   -0.3044634   |   -0.4746907   |   -3.442748   |   0.4580153   |   0.3206107   |   209.2359   |    213.33    |
| 1107 |      1      |   -0.3496027   |   -0.2785697   |   -0.5072381   |  -0.7557252   |   -3.045802   |   -1.038168   |   -0.3061612   |   -0.3035865   |   -0.4739188   |   -3.160305   |   0.4351145   |   0.2290076   |   209.2359   |    213.33    |
| 1106 |      1      |   -0.350206    |   -0.2792739   |   -0.5053117   |  -0.5343512   |   -3.015267   |   -1.053435   |   -0.3061403   |   -0.3053521   |   -0.4749436   |   -3.366412   |   0.2519084   |   0.5267176   |    209.33    |    213.33    |
| 1105 |      1      |   -0.350455    |   -0.2786641   |   -0.5069113   |  -0.9770992   |   -2.977099   |   -1.160305   |   -0.3051312   |   -0.3038241   |   -0.4746858   |   -3.290076   |   0.4656488   |   0.3740458   |   209.1888   |   213.3771   |
| 1104 |      1      |   -0.3509815   |   -0.2787187   |   -0.5082042   |  -0.8778625   |   -3.015267   |  -0.8244275   |   -0.3077238   |   -0.3040674   |   -0.4746655   |   -3.381679   |   0.4122138   |   0.3206107   |   209.2829   |   213.2829   |
| 1103 |      1      |   -0.347959    |   -0.2787552   |   -0.5067799   |  -0.8015267   |   -3.282443   |   -1.083969   |   -0.3058268   |   -0.3038041   |   -0.4749351   |   -3.282443   |   0.2824428   |   0.4961832   |   209.3771   |   213.2829   |
| 1102 |      1      |   -0.3503379   |   -0.2791723   |   -0.5047758   |  -0.9541985   |   -2.717557   |  -0.9160305   |   -0.304562    |   -0.3030129   |   -0.4725108   |   -3.633588   |   0.2213741   |   0.2137404   |    209.33    |    213.33    |
| 1101 |      1      |   -0.3506481   |   -0.2798604   |   -0.5058057   |  -0.5343512   |   -2.854962   |  -0.9312977   |   -0.3044562   |   -0.3030677   |   -0.4745955   |   -3.335878   |   0.2519084   |   0.4503817   |   209.2359   |    213.33    |
| 1100 |      1      |   -0.3504812   |   -0.279013    |   -0.5081553   |  -0.5572519   |   -3.030534   |   -1.21374    |   -0.3066328   |   -0.3052498   |   -0.4759242   |   -3.480916   |   0.5343512   |   0.2671756   |   209.2359   |    213.33    |
| 1099 |      1      |   -0.3506072   |   -0.2789731   |   -0.5060155   |  -0.8167939   |   -3.068702   |   -1.068702   |   -0.3055327   |   -0.3032598   |   -0.4743399   |   -3.687023   |   0.4580153   |   0.3358779   |   209.2359   |   213.3771   |
| 1098 |      1      |   -0.3542783   |   -0.2826418   |   -0.5097485   |  -0.3053435   |   -2.969466   |  -0.9389313   |   -0.3076636   |   -0.3054745   |   -0.4742414   |   -3.763359   |   0.1374046   |   0.2824428   |   209.2359   |   213.3771   |
| 1097 |      1      |   -0.3509085   |   -0.2805122   |   -0.5093813   |  -0.7633588   |   -3.068702   |   -1.022901   |   -0.3075935   |   -0.3062148   |   -0.4782774   |   -3.679389   |  0.01526718   |   0.389313    |   209.2829   |   213.2829   |
| 1096 |      1      |   -0.3501967   |   -0.2788714   |   -0.506535    |   -0.961832   |   -2.763359   |   -1.083969   |   -0.3065054   |   -0.3033761   |   -0.4742929   |   -3.80916    |  -0.09923664  |   0.2824428   |   209.2359   |   213.4241   |
